,Response Time seconds,Battalion,Year_Month,,,
17107,1106,B02,2019-08,,,
17109,262,B02,2019-08,,,
17110,155,B02,2019-08,,,
17121,408,B02,2019-08,,,
17123,414,B02,2019-08,,,
17125,223,B02,2019-08,,,
17126,286,B02,2019-08,,,
17129,317,B02,2019-08,,,
17133,446,B02,2019-08,,,
17134,332,B02,2019-08,,,
17138,395,B02,2019-08,,,
17143,389,B02,2019-08,,,
17147,401,B02,2019-08,,,
17156,419,B02,2019-08,,,
17165,274,B02,2019-08,,,
17166,153,B02,2019-08,,,
17175,347,B02,2019-08,,,
17179,1171,B02,2019-08,,,
17180,511,B02,2019-08,,,
17191,1164,B02,2019-08,,,
17193,481,B02,2019-08,,,
17195,363,B02,2019-08,,,
17205,345,B02,2019-08,,,
17208,940,B02,2019-08,,,
17216,400,B02,2019-08,,,
17221,235,B02,2019-08,,,
17222,546,B02,2019-08,,,
17228,287,B02,2019-08,,,
17229,973,B02,2019-08,,,
17236,148,B02,2019-08,,,
17239,503,B02,2019-08,,,
17240,242,B02,2019-08,,,
17244,222,B02,2019-08,,,
17257,752,B02,2019-08,,,
17262,476,B02,2019-08,,,
17288,401,B02,2019-08,,,
17297,290,B02,2019-08,,,
17298,395,B02,2019-08,,,
17316,408,B02,2019-08,,,
17322,348,B02,2019-08,,,
17327,390,B02,2019-08,,,
17339,327,B02,2019-08,,,
17350,376,B02,2019-08,,,
17351,532,B02,2019-08,,,
17357,458,B02,2019-08,,,
17362,406,B02,2019-08,,,
17363,401,B02,2019-08,,,
17367,418,B02,2019-08,,,
17369,681,B02,2019-08,,,
17374,0,B02,2019-08,,,
17379,954,B02,2019-08,,,
17387,586,B02,2019-08,,,
17389,307,B02,2019-08,,,
17392,333,B02,2019-08,,,
17394,519,B02,2019-08,,,
17396,950,B02,2019-08,,,
17401,347,B02,2019-08,,,
17403,232,B02,2019-08,,,
17404,463,B02,2019-08,,,
17419,590,B02,2019-08,,,
17422,255,B02,2019-08,,,
17429,548,B02,2019-08,,,
17430,248,B02,2019-08,,,
17434,270,B02,2019-08,,,
17442,446,B02,2019-08,,,
17444,94,B02,2019-08,,,
17445,517,B02,2019-08,,,
17453,574,B02,2019-08,,,
17456,472,B02,2019-08,,,
17457,654,B02,2019-08,,,
17458,214,B02,2019-08,,,
17461,875,B02,2019-08,,,
17470,1177,B02,2019-08,,,
17489,364,B02,2019-08,,,
17496,387,B02,2019-08,,,
17510,301,B02,2019-08,,,
17513,953,B02,2019-08,,,
17516,495,B02,2019-08,,,
17518,467,B02,2019-08,,,
17528,231,B02,2019-08,,,
17531,282,B02,2019-08,,,
17539,271,B02,2019-08,,,
17541,317,B02,2019-08,,,
17552,554,B02,2019-08,,,
17555,640,B02,2019-08,,,
17564,507,B02,2019-08,,,
17575,259,B02,2019-08,,,
17578,346,B02,2019-08,,,
17582,357,B02,2019-08,,,
17585,521,B02,2019-08,,,
17587,802,B02,2019-08,,,
17596,176,B02,2019-08,,,
17600,0,B02,2019-08,,,
17602,539,B02,2019-08,,,
17606,368,B02,2019-08,,,
17609,607,B02,2019-08,,,
17614,838,B02,2019-08,,,
17617,477,B02,2019-08,,,
17629,414,B02,2019-08,,,
17638,302,B02,2019-08,,,
17640,1039,B02,2019-08,,,
17665,432,B02,2019-08,,,
17667,363,B02,2019-08,,,
17678,1133,B02,2019-08,,,
17687,741,B02,2019-08,,,
17688,908,B02,2019-08,,,
17693,919,B02,2019-08,,,
17695,2130,B02,2019-08,,,
17697,302,B02,2019-08,,,
17700,461,B02,2019-08,,,
17707,703,B02,2019-08,,,
17710,579,B02,2019-08,,,
17713,922,B02,2019-08,,,
17719,682,B02,2019-08,,,
17727,1000,B02,2019-08,,,
17741,296,B02,2019-08,,,
17743,694,B02,2019-08,,,
17748,1036,B02,2019-08,,,
17751,283,B02,2019-08,,,
17752,940,B02,2019-08,,,
17753,1514,B02,2019-08,,,
17755,359,B02,2019-08,,,
17760,547,B02,2019-08,,,
17761,314,B02,2019-08,,,
17778,285,B02,2019-08,,,
17797,569,B02,2019-08,,,
17805,366,B02,2019-08,,,
17820,788,B02,2019-08,,,
17836,268,B02,2019-08,,,
17838,347,B02,2019-08,,,
17844,241,B02,2019-08,,,
17853,497,B02,2019-08,,,
17863,414,B02,2019-08,,,
17864,416,B02,2019-08,,,
17865,383,B02,2019-08,,,
17869,541,B02,2019-08,,,
17875,305,B02,2019-08,,,
17876,768,B02,2019-08,,,
17879,235,B02,2019-08,,,
17885,474,B02,2019-08,,,
17897,471,B02,2019-08,,,
17910,962,B02,2019-08,,,
17911,437,B02,2019-08,,,
17914,176,B02,2019-08,,,
17916,583,B02,2019-08,,,
17917,390,B02,2019-08,,,
17921,668,B02,2019-08,,,
17929,1073,B02,2019-08,,,
17930,747,B02,2019-08,,,
17932,447,B02,2019-08,,,
17933,589,B02,2019-08,,,
17939,209,B02,2019-08,,,
17942,512,B02,2019-08,,,
17954,1220,B02,2019-08,,,
17955,277,B02,2019-08,,,
17965,496,B02,2019-08,,,
17966,398,B02,2019-08,,,
17972,1323,B02,2019-08,,,
17977,1169,B02,2019-08,,,
17988,311,B02,2019-08,,,
17993,405,B02,2019-08,,,
18005,251,B02,2019-08,,,
18008,628,B02,2019-08,,,
18010,751,B02,2019-08,,,
18012,688,B02,2019-08,,,
18014,1165,B02,2019-08,,,
18016,703,B02,2019-08,,,
18029,561,B02,2019-08,,,
18030,451,B02,2019-08,,,
18038,1271,B02,2019-08,,,
18043,890,B02,2019-08,,,
18057,243,B02,2019-08,,,
18058,779,B02,2019-08,,,
18061,486,B02,2019-08,,,
18062,270,B02,2019-08,,,
18070,321,B02,2019-08,,,
18072,598,B02,2019-08,,,
18075,650,B02,2019-08,,,
18076,476,B02,2019-08,,,
18078,3653,B02,2019-08,,,
18087,565,B02,2019-08,,,
18093,604,B02,2019-08,,,
18098,408,B02,2019-08,,,
18103,564,B02,2019-08,,,
18109,1165,B02,2019-08,,,
18116,899,B02,2019-08,,,
18118,397,B02,2019-08,,,
18119,348,B02,2019-08,,,
18120,728,B02,2019-08,,,
18122,345,B02,2019-08,,,
18123,349,B02,2019-08,,,
18124,314,B02,2019-08,,,
18128,544,B02,2019-08,,,
18132,245,B02,2019-08,,,
18133,1108,B02,2019-08,,,
18137,1822,B02,2019-08,,,
18159,548,B02,2019-08,,,
18161,337,B02,2019-08,,,
18162,231,B02,2019-08,,,
18170,754,B02,2019-08,,,
18172,553,B02,2019-08,,,
18188,341,B02,2019-08,,,
18191,291,B02,2019-08,,,
18192,340,B02,2019-08,,,
18204,422,B02,2019-08,,,
18211,300,B02,2019-08,,,
18220,468,B02,2019-08,,,
18231,579,B02,2019-08,,,
18235,0,B02,2019-08,,,
18239,489,B02,2019-08,,,
18240,571,B02,2019-08,,,
18259,1091,B02,2019-08,,,
18262,675,B02,2019-08,,,
18270,336,B02,2019-08,,,
18276,250,B02,2019-08,,,
18284,412,B02,2019-08,,,
18293,1017,B02,2019-08,,,
18296,253,B02,2019-08,,,
18303,1202,B02,2019-08,,,
18304,364,B02,2019-08,,,
18309,372,B02,2019-08,,,
18314,679,B02,2019-08,,,
18316,276,B02,2019-08,,,
18330,191,B02,2019-08,,,
18331,656,B02,2019-08,,,
18332,324,B02,2019-08,,,
18335,280,B02,2019-08,,,
18343,1312,B02,2019-08,,,
18355,776,B02,2019-08,,,
18356,817,B02,2019-08,,,
18357,314,B02,2019-08,,,
18358,408,B02,2019-08,,,
18366,2461,B02,2019-08,,,
18370,305,B02,2019-08,,,
18371,535,B02,2019-08,,,
18372,265,B02,2019-08,,,
18374,427,B02,2019-08,,,
18393,781,B02,2019-08,,,
18396,341,B02,2019-08,,,
18399,685,B02,2019-08,,,
18408,421,B02,2019-08,,,
18409,1880,B02,2019-08,,,
18414,677,B02,2019-08,,,
18417,394,B02,2019-08,,,
18430,417,B02,2019-08,,,
18432,573,B02,2019-08,,,
18434,389,B02,2019-08,,,
18438,361,B02,2019-08,,,
18441,279,B02,2019-08,,,
18445,308,B02,2019-08,,,
18447,1793,B02,2019-08,,,
18455,1211,B02,2019-08,,,
18465,282,B02,2019-08,,,
18472,458,B02,2019-08,,,
18476,428,B02,2019-08,,,
18477,512,B02,2019-08,,,
18480,1118,B02,2019-08,,,
18484,460,B02,2019-08,,,
18485,527,B02,2019-08,,,
18491,292,B02,2019-08,,,
18495,538,B02,2019-08,,,
18498,716,B02,2019-08,,,
18504,1093,B02,2019-08,,,
18506,363,B02,2019-08,,,
18507,237,B02,2019-08,,,
18513,650,B02,2019-08,,,
18520,223,B02,2019-08,,,
18521,668,B02,2019-08,,,
18522,291,B02,2019-08,,,
18529,476,B02,2019-08,,,
18530,251,B02,2019-08,,,
18531,393,B02,2019-08,,,
18532,347,B02,2019-08,,,
18533,595,B02,2019-08,,,
18538,538,B02,2019-08,,,
18555,495,B02,2019-08,,,
18556,258,B02,2019-08,,,
18559,1499,B02,2019-08,,,
18561,731,B02,2019-08,,,
18562,443,B02,2019-08,,,
18566,819,B02,2019-08,,,
18567,280,B02,2019-08,,,
18568,463,B02,2019-08,,,
18569,375,B02,2019-08,,,
18570,330,B02,2019-08,,,
18574,342,B02,2019-08,,,
18576,1314,B02,2019-08,,,
18578,445,B02,2019-08,,,
18586,427,B02,2019-08,,,
18590,330,B02,2019-08,,,
18593,557,B02,2019-08,,,
18594,1195,B02,2019-08,,,
18599,421,B02,2019-08,,,
18613,255,B02,2019-08,,,
18617,1689,B02,2019-08,,,
18619,57,B02,2019-08,,,
18622,524,B02,2019-08,,,
18625,1147,B02,2019-08,,,
18628,451,B02,2019-08,,,
18635,755,B02,2019-08,,,
18636,343,B02,2019-08,,,
18637,281,B02,2019-08,,,
18639,225,B02,2019-08,,,
18642,735,B02,2019-08,,,
18643,238,B02,2019-08,,,
18645,1279,B02,2019-08,,,
18647,357,B02,2019-08,,,
18648,428,B02,2019-08,,,
18653,477,B02,2019-08,,,
18656,1057,B02,2019-08,,,
18663,713,B02,2019-08,,,
18670,693,B02,2019-08,,,
18672,352,B02,2019-08,,,
18676,363,B02,2019-08,,,
18679,0,B02,2019-08,,,
18682,388,B02,2019-08,,,
18685,415,B02,2019-08,,,
18689,440,B02,2019-08,,,
18690,383,B02,2019-08,,,
18691,1858,B02,2019-08,,,
18692,340,B02,2019-08,,,
18698,284,B02,2019-08,,,
18704,1052,B02,2019-08,,,
18707,757,B02,2019-08,,,
18711,375,B02,2019-08,,,
18717,1042,B02,2019-08,,,
18720,373,B02,2019-08,,,
18724,394,B02,2019-08,,,
18725,368,B02,2019-08,,,
18728,2080,B02,2019-08,,,
18731,665,B02,2019-08,,,
18733,668,B02,2019-08,,,
18735,169,B02,2019-08,,,
18738,235,B02,2019-08,,,
18740,1170,B02,2019-08,,,
18746,453,B02,2019-08,,,
18747,244,B02,2019-08,,,
18753,292,B02,2019-08,,,
18761,315,B02,2019-08,,,
18767,290,B02,2019-08,,,
18768,132,B02,2019-08,,,
18775,357,B02,2019-08,,,
18785,291,B02,2019-08,,,
18793,200,B02,2019-08,,,
18802,398,B02,2019-08,,,
18803,529,B02,2019-08,,,
18808,415,B02,2019-08,,,
18818,396,B02,2019-08,,,
18819,368,B02,2019-08,,,
18822,266,B02,2019-08,,,
18826,1535,B02,2019-08,,,
18837,467,B02,2019-08,,,
18838,318,B02,2019-08,,,
18844,1246,B02,2019-08,,,
18846,220,B02,2019-08,,,
18848,899,B02,2019-08,,,
18850,689,B02,2019-08,,,
18851,914,B02,2019-08,,,
18853,211,B02,2019-08,,,
18860,718,B02,2019-08,,,
18863,901,B02,2019-08,,,
18870,341,B02,2019-08,,,
18872,423,B02,2019-08,,,
18883,577,B02,2019-08,,,
18884,251,B02,2019-08,,,
18893,437,B02,2019-08,,,
18895,387,B02,2019-08,,,
18896,341,B02,2019-08,,,
18899,283,B02,2019-08,,,
18901,470,B02,2019-08,,,
18910,243,B02,2019-08,,,
18911,343,B02,2019-08,,,
18912,361,B02,2019-08,,,
18917,269,B02,2019-08,,,
18921,401,B02,2019-08,,,
18936,360,B02,2019-08,,,
18947,737,B02,2019-08,,,
18948,632,B02,2019-08,,,
18957,408,B02,2019-08,,,
18960,445,B02,2019-08,,,
18963,196,B02,2019-08,,,
18970,537,B02,2019-08,,,
18975,294,B02,2019-08,,,
18977,434,B02,2019-08,,,
18985,419,B02,2019-08,,,
18988,308,B02,2019-08,,,
18992,171,B02,2019-08,,,
18996,297,B02,2019-08,,,
19005,360,B02,2019-08,,,
19015,276,B02,2019-08,,,
19018,1350,B02,2019-08,,,
19028,4164,B02,2019-08,,,
19037,490,B02,2019-08,,,
19047,571,B02,2019-08,,,
19051,632,B02,2019-08,,,
19053,307,B02,2019-08,,,
19055,247,B02,2019-08,,,
19070,507,B02,2019-08,,,
19071,1052,B02,2019-08,,,
19075,262,B02,2019-08,,,
19079,411,B02,2019-08,,,
19086,243,B02,2019-08,,,
19088,606,B02,2019-08,,,
19091,817,B02,2019-08,,,
19096,1134,B02,2019-08,,,
19099,440,B02,2019-08,,,
19101,428,B02,2019-08,,,
19102,318,B02,2019-08,,,
19103,1127,B02,2019-08,,,
19104,1157,B02,2019-08,,,
19107,242,B02,2019-08,,,
19115,378,B02,2019-08,,,
19116,364,B02,2019-08,,,
19119,1324,B02,2019-08,,,
19127,248,B02,2019-08,,,
19131,239,B02,2019-08,,,
19135,258,B02,2019-08,,,
19137,435,B02,2019-08,,,
19145,291,B02,2019-08,,,
19146,353,B02,2019-08,,,
19148,2238,B02,2019-08,,,
19151,456,B02,2019-08,,,
19152,517,B02,2019-08,,,
19157,555,B02,2019-08,,,
19161,2542,B02,2019-08,,,
19162,565,B02,2019-08,,,
19174,276,B02,2019-08,,,
19175,512,B02,2019-08,,,
19179,1164,B02,2019-08,,,
19185,1448,B02,2019-08,,,
19190,297,B02,2019-08,,,
19195,459,B02,2019-08,,,
19196,328,B02,2019-08,,,
19207,512,B02,2019-08,,,
19209,593,B02,2019-08,,,
19210,649,B02,2019-08,,,
19211,353,B02,2019-08,,,
19224,706,B02,2019-08,,,
19238,2084,B02,2019-08,,,
19240,913,B02,2019-08,,,
19241,365,B02,2019-08,,,
19244,328,B02,2019-08,,,
19250,438,B02,2019-08,,,
19253,605,B02,2019-08,,,
19255,265,B02,2019-08,,,
19261,585,B02,2019-08,,,
19263,430,B02,2019-08,,,
19271,186,B02,2019-08,,,
19272,295,B02,2019-08,,,
19273,1078,B02,2019-08,,,
19277,254,B02,2019-08,,,
19283,993,B02,2019-08,,,
19285,230,B02,2019-08,,,
19287,725,B02,2019-08,,,
19290,287,B02,2019-08,,,
19297,3272,B02,2019-08,,,
19298,742,B02,2019-08,,,
19299,545,B02,2019-08,,,
19300,383,B02,2019-08,,,
19303,186,B02,2019-08,,,
19312,700,B02,2019-08,,,
19327,582,B02,2019-08,,,
19328,1174,B02,2019-08,,,
19346,112,B02,2019-08,,,
19348,467,B02,2019-08,,,
19349,1024,B02,2019-08,,,
19358,665,B02,2019-08,,,
19363,299,B02,2019-08,,,
19372,488,B02,2019-08,,,
19373,349,B02,2019-08,,,
19378,347,B02,2019-08,,,
19381,400,B02,2019-08,,,
19398,343,B02,2019-08,,,
19401,435,B02,2019-08,,,
19402,439,B02,2019-08,,,
19403,822,B02,2019-08,,,
19413,677,B02,2019-08,,,
19421,341,B02,2019-08,,,
19424,263,B02,2019-08,,,
19426,214,B02,2019-08,,,
19427,2126,B02,2019-08,,,
19430,798,B02,2019-08,,,
19442,1416,B02,2019-08,,,
19446,442,B02,2019-08,,,
19454,463,B02,2019-08,,,
19458,913,B02,2019-08,,,
19462,318,B02,2019-08,,,
19467,255,B02,2019-08,,,
19470,422,B02,2019-08,,,
19475,378,B02,2019-08,,,
19490,293,B02,2019-08,,,
19503,469,B02,2019-08,,,
19506,613,B02,2019-08,,,
19509,329,B02,2019-08,,,
19516,462,B02,2019-08,,,
19517,323,B02,2019-08,,,
19518,143,B02,2019-08,,,
19523,584,B02,2019-08,,,
19529,421,B02,2019-08,,,
19531,447,B02,2019-08,,,
19532,458,B02,2019-08,,,
19537,337,B02,2019-08,,,
19538,554,B02,2019-08,,,
19546,168,B02,2019-08,,,
19549,392,B02,2019-08,,,
19551,608,B02,2019-08,,,
19552,325,B02,2019-08,,,
19553,327,B02,2019-08,,,
19558,670,B02,2019-08,,,
19559,483,B02,2019-08,,,
19560,188,B02,2019-08,,,
19565,369,B02,2019-08,,,
19576,553,B02,2019-08,,,
19579,379,B02,2019-08,,,
19580,543,B02,2019-08,,,
19582,331,B02,2019-08,,,
19585,503,B02,2019-08,,,
19592,333,B02,2019-08,,,
19593,243,B02,2019-08,,,
19596,1007,B02,2019-08,,,
19599,388,B02,2019-08,,,
19604,1432,B02,2019-08,,,
19607,128,B02,2019-08,,,
19610,470,B02,2019-08,,,
19617,616,B02,2019-08,,,
19619,234,B02,2019-08,,,
19626,510,B02,2019-08,,,
19629,379,B02,2019-08,,,
19638,312,B02,2019-08,,,
19644,219,B02,2019-08,,,
19645,451,B02,2019-08,,,
19647,411,B02,2019-08,,,
19657,534,B02,2019-08,,,
19664,511,B02,2019-08,,,
19668,404,B02,2019-08,,,
19669,935,B02,2019-08,,,
19679,521,B02,2019-08,,,
19692,600,B02,2019-08,,,
19694,515,B02,2019-08,,,
19697,178,B02,2019-08,,,
19704,965,B02,2019-08,,,
19706,298,B02,2019-08,,,
19707,229,B02,2019-08,,,
19713,451,B02,2019-08,,,
19717,435,B02,2019-08,,,
19726,315,B02,2019-08,,,
19727,769,B02,2019-08,,,
19730,179,B02,2019-08,,,
19737,621,B02,2019-08,,,
19738,682,B02,2019-08,,,
19748,209,B02,2019-08,,,
19752,387,B02,2019-08,,,
19760,541,B02,2019-08,,,
19761,346,B02,2019-08,,,
19766,377,B02,2019-08,,,
19789,653,B02,2019-08,,,
19790,404,B02,2019-08,,,
19796,385,B02,2019-08,,,
19812,803,B02,2019-08,,,
19814,191,B02,2019-08,,,
19821,807,B02,2019-08,,,
19826,322,B02,2019-08,,,
19836,759,B02,2019-08,,,
19838,361,B02,2019-08,,,
19840,398,B02,2019-08,,,
19841,455,B02,2019-08,,,
19847,499,B02,2019-08,,,
19851,832,B02,2019-08,,,
19854,414,B02,2019-08,,,
19858,273,B02,2019-08,,,
19859,528,B02,2019-08,,,
19862,528,B02,2019-08,,,
19867,225,B02,2019-08,,,
19871,481,B02,2019-08,,,
19872,411,B02,2019-08,,,
19875,470,B02,2019-08,,,
19883,760,B02,2019-08,,,
19889,237,B02,2019-08,,,
19890,530,B02,2019-08,,,
19893,359,B02,2019-08,,,
19898,480,B02,2019-08,,,
19902,325,B02,2019-08,,,
19906,483,B02,2019-08,,,
19908,416,B02,2019-08,,,
19915,876,B02,2019-08,,,
19930,309,B02,2019-08,,,
19934,772,B02,2019-08,,,
19935,319,B02,2019-08,,,
19941,375,B02,2019-08,,,
19943,1448,B02,2019-08,,,
19944,547,B02,2019-08,,,
19946,299,B02,2019-08,,,
19951,431,B02,2019-08,,,
19952,0,B02,2019-08,,,
19958,315,B02,2019-08,,,
19963,359,B02,2019-08,,,
19965,527,B02,2019-08,,,
19990,661,B02,2019-08,,,
19993,740,B02,2019-08,,,
19994,270,B02,2019-08,,,
20002,343,B02,2019-08,,,
20003,332,B02,2019-08,,,
20005,456,B02,2019-08,,,
20007,326,B02,2019-08,,,
20014,386,B02,2019-08,,,
20018,347,B02,2019-08,,,
20025,1981,B02,2019-08,,,
20026,1409,B02,2019-08,,,
20029,180,B02,2019-08,,,
20034,1192,B02,2019-08,,,
20037,234,B02,2019-08,,,
20043,525,B02,2019-08,,,
20049,616,B02,2019-08,,,
20076,1090,B02,2019-08,,,
20079,180,B02,2019-08,,,
20082,349,B02,2019-08,,,
20086,472,B02,2019-08,,,
20100,637,B02,2019-08,,,
20102,186,B02,2019-08,,,
20106,439,B02,2019-08,,,
20108,451,B02,2019-08,,,
20112,318,B02,2019-08,,,
20113,389,B02,2019-08,,,
20116,341,B02,2019-08,,,
20122,324,B02,2019-08,,,
20129,809,B02,2019-08,,,
20137,189,B02,2019-08,,,
20139,565,B02,2019-08,,,
20166,494,B02,2019-08,,,
20179,400,B02,2019-08,,,
20180,275,B02,2019-08,,,
20184,919,B02,2019-08,,,
20188,253,B02,2019-08,,,
20191,370,B02,2019-08,,,
20193,599,B02,2019-08,,,
20200,1048,B02,2019-08,,,
20202,342,B02,2019-08,,,
20204,600,B02,2019-08,,,
20206,1014,B02,2019-08,,,
20207,306,B02,2019-08,,,
20208,861,B02,2019-08,,,
20209,924,B02,2019-08,,,
20212,222,B02,2019-08,,,
20213,614,B02,2019-08,,,
20214,419,B02,2019-08,,,
20215,498,B02,2019-08,,,
20217,539,B02,2019-08,,,
20225,454,B02,2019-08,,,
20240,780,B02,2019-08,,,
20249,793,B02,2019-08,,,
20253,521,B02,2019-08,,,
20254,289,B02,2019-08,,,
20257,321,B02,2019-08,,,
20260,337,B02,2019-08,,,
20270,548,B02,2019-08,,,
20283,294,B02,2019-08,,,
20291,895,B02,2019-08,,,
20295,745,B02,2019-08,,,
20297,294,B02,2019-08,,,
20303,254,B02,2019-08,,,
20314,483,B02,2019-08,,,
20318,620,B02,2019-08,,,
20322,255,B02,2019-08,,,
20323,546,B02,2019-08,,,
20325,592,B02,2019-08,,,
20330,1054,B02,2019-08,,,
20335,344,B02,2019-08,,,
20343,295,B02,2019-08,,,
20355,789,B02,2019-08,,,
20358,699,B02,2019-08,,,
20361,672,B02,2019-08,,,
20364,323,B02,2019-08,,,
20368,1083,B02,2019-08,,,
20370,586,B02,2019-08,,,
20376,449,B02,2019-08,,,
20379,302,B02,2019-08,,,
20383,463,B02,2019-08,,,
20387,678,B02,2019-08,,,
20411,493,B02,2019-08,,,
20416,344,B02,2019-08,,,
20425,358,B02,2019-08,,,
20427,459,B02,2019-08,,,
20428,204,B02,2019-08,,,
20437,454,B02,2019-08,,,
20445,711,B02,2019-08,,,
20450,355,B02,2019-08,,,
20451,278,B02,2019-08,,,
20452,330,B02,2019-08,,,
20461,394,B02,2019-08,,,
20463,1137,B02,2019-08,,,
20464,336,B02,2019-08,,,
20471,367,B02,2019-08,,,
20493,806,B02,2019-08,,,
20502,279,B02,2019-08,,,
20503,177,B02,2019-08,,,
20506,794,B02,2019-08,,,
20510,596,B02,2019-08,,,
20514,210,B02,2019-08,,,
20517,938,B02,2019-08,,,
20528,415,B02,2019-08,,,
20536,249,B02,2019-08,,,
20539,1232,B02,2019-08,,,
20543,307,B02,2019-08,,,
20564,589,B02,2019-08,,,
20566,500,B02,2019-08,,,
20571,227,B02,2019-08,,,
20573,418,B02,2019-08,,,
20578,279,B02,2019-08,,,
20583,481,B02,2019-08,,,
20585,583,B02,2019-08,,,
20586,151,B02,2019-08,,,
20599,2168,B02,2019-08,,,
20603,1495,B02,2019-08,,,
20607,437,B02,2019-08,,,
20608,460,B02,2019-08,,,
20609,344,B02,2019-08,,,
20615,262,B02,2019-08,,,
20622,802,B02,2019-08,,,
20625,275,B02,2019-08,,,
20627,1095,B02,2019-08,,,
20630,183,B02,2019-08,,,
20638,251,B02,2019-08,,,
20648,349,B02,2019-08,,,
20651,249,B02,2019-08,,,
20652,1126,B02,2019-08,,,
20668,328,B02,2019-08,,,
20676,492,B02,2019-08,,,
20682,194,B02,2019-08,,,
20686,912,B02,2019-08,,,
20696,310,B02,2019-08,,,
20702,473,B02,2019-08,,,
20708,408,B02,2019-08,,,
20711,240,B02,2019-08,,,
20713,260,B02,2019-08,,,
20714,429,B02,2019-08,,,
20719,292,B02,2019-08,,,
20720,1121,B02,2019-08,,,
20722,503,B02,2019-08,,,
20726,951,B02,2019-08,,,
20732,957,B02,2019-08,,,
20752,537,B02,2019-08,,,
20757,456,B02,2019-08,,,
20767,250,B02,2019-08,,,
20769,269,B02,2019-08,,,
20770,906,B02,2019-08,,,
20771,340,B02,2019-08,,,
20772,263,B02,2019-08,,,
20773,299,B02,2019-08,,,
20778,366,B02,2019-08,,,
20780,234,B02,2019-08,,,
20785,422,B02,2019-08,,,
20787,597,B02,2019-08,,,
20789,438,B02,2019-08,,,
20792,580,B02,2019-08,,,
20799,370,B02,2019-08,,,
20803,706,B02,2019-08,,,
20808,551,B02,2019-08,,,
20809,693,B02,2019-08,,,
20814,342,B02,2019-08,,,
20815,967,B02,2019-08,,,
20821,532,B02,2019-08,,,
20824,181,B02,2019-08,,,
20825,464,B02,2019-08,,,
20828,472,B02,2019-08,,,
20831,485,B02,2019-08,,,
20839,0,B02,2019-08,,,
20848,901,B02,2019-08,,,
20850,783,B02,2019-08,,,
20853,566,B02,2019-08,,,
20859,479,B02,2019-08,,,
20862,325,B02,2019-08,,,
20863,707,B02,2019-08,,,
20869,577,B02,2019-08,,,
20872,390,B02,2019-08,,,
20876,538,B02,2019-08,,,
20882,451,B02,2019-08,,,
20885,1140,B02,2019-08,,,
20893,365,B02,2019-08,,,
20895,626,B02,2019-08,,,
20899,261,B02,2019-08,,,
20901,473,B02,2019-08,,,
20905,472,B02,2019-08,,,
20910,450,B02,2019-08,,,
20916,337,B02,2019-08,,,
20927,477,B02,2019-08,,,
20931,566,B02,2019-08,,,
20932,281,B02,2019-08,,,
20934,596,B02,2019-08,,,
20935,579,B02,2019-08,,,
20943,370,B02,2019-08,,,
20944,440,B02,2019-08,,,
20945,876,B02,2019-08,,,
20949,580,B02,2019-08,,,
20960,389,B02,2019-08,,,
20978,739,B02,2019-08,,,
20982,355,B02,2019-08,,,
20990,210,B02,2019-08,,,
20991,408,B02,2019-08,,,
21000,1144,B02,2019-08,,,
21008,813,B02,2019-08,,,
21010,373,B02,2019-08,,,
21014,935,B02,2019-08,,,
21021,1312,B02,2019-08,,,
21023,205,B02,2019-08,,,
21028,166,B02,2019-08,,,
21031,825,B02,2019-08,,,
21041,374,B02,2019-08,,,
21049,394,B02,2019-08,,,
21052,414,B02,2019-08,,,
21065,768,B02,2019-08,,,
21072,282,B02,2019-08,,,
21083,501,B02,2019-08,,,
21098,445,B02,2019-08,,,
21107,1285,B02,2019-08,,,
21118,286,B02,2019-08,,,
21125,449,B02,2019-08,,,
21128,796,B02,2019-08,,,
21131,962,B02,2019-08,,,
21133,397,B02,2019-08,,,
21135,126,B02,2019-08,,,
21136,936,B02,2019-08,,,
21139,509,B02,2019-08,,,
21141,840,B02,2019-08,,,
21144,235,B02,2019-08,,,
21147,383,B02,2019-08,,,
21148,484,B02,2019-08,,,
21149,291,B02,2019-08,,,
21150,339,B02,2019-08,,,
21152,607,B02,2019-08,,,
21154,693,B02,2019-08,,,
21164,1107,B02,2019-08,,,
21166,749,B02,2019-08,,,
21169,471,B02,2019-08,,,
21181,625,B02,2019-08,,,
21188,305,B02,2019-08,,,
21192,432,B02,2019-08,,,
21193,658,B02,2019-08,,,
21195,359,B02,2019-08,,,
21198,400,B02,2019-08,,,
21200,414,B02,2019-08,,,
21205,393,B02,2019-08,,,
21212,390,B02,2019-08,,,
21224,1565,B02,2019-08,,,
21225,248,B02,2019-08,,,
21233,300,B02,2019-08,,,
21236,508,B02,2019-08,,,
21245,209,B02,2019-08,,,
21249,1702,B02,2019-08,,,
21251,303,B02,2019-08,,,
21255,401,B02,2019-08,,,
21259,427,B02,2019-08,,,
21260,418,B02,2019-08,,,
21261,328,B02,2019-08,,,
21266,291,B02,2019-08,,,
21268,188,B02,2019-08,,,
21280,199,B02,2019-08,,,
21281,890,B02,2019-08,,,
21284,162,B02,2019-08,,,
21287,429,B02,2019-08,,,
21293,0,B02,2019-08,,,
21298,0,B02,2019-08,,,
21300,996,B02,2019-08,,,
21306,278,B02,2019-08,,,
21321,286,B02,2019-08,,,
21328,406,B02,2019-08,,,
21334,304,B02,2019-08,,,
21340,231,B02,2019-08,,,
21344,423,B02,2019-08,,,
